Organization Id,Name,Country,Founded,Industry,Number of employees
"Bba5Ad17cF8bAaB","Pope and Sons","Gibraltar","2015","Renewables / Environment","7209"
"1bF2aEa134b0ce5","Walker, Bullock and Brennan","Burkina Faso","2009","Wholesale","6711"
"71400c7Bbe9E1b4","Franklin, Meza and Morris","Honduras","1984","Mental Health Care","1344"
"b3c241dfaa6C311","Cain LLC","South Georgia and the South Sandwich Islands","2016","Public Safety","1079"
"d86fE0A5Eeb0C7e","Clarke, Velasquez and Hensley","Israel","2011","Banking / Mortgage","2181"
"441E8E87D4fd915","Rowland, Collier and Riley","Solomon Islands","1997","Public Safety","873"
"dC6ef7b3EB1de9f","Savage-Vincent","Maldives","1984","Hospital / Health Care","8013"
"D98Ef062fe778fD","Avila and Sons","Swaziland","1979","Online Publishing","6435"
"67Adc37d271FAaf","Frederick and Sons","Mexico","1990","Alternative Medicine","8731"
"a86CA3D94c6c8Ec","Dalton and Sons","Paraguay","1974","Fine Art","2982"
"Acc2f716dcF46d1","Watts, Parrish and Leach","South Georgia and the South Sandwich Islands","1976","Chemicals","3461"
"d691CfcfE51066D","York Ltd","Eritrea","1978","Industrial Automation","8953"
"3CbB739AeeDdcb1","Friedman-Cummings","Eritrea","1998","Hospital / Health Care","8573"
"Ec4C38e8e43F3E4","Peters, Ortiz and Watson","Holy See (Vatican City State)","2015","Legislative Office","84"
"80a3b1Cec27667f","Henderson-Estes","Sudan","1987","Music","1829"
"cA89a20064Aa7dD","Cooke Ltd","British Indian Ocean Territory (Chagos Archipelago)","2000","Staffing / Recruiting","2644"
"7a2a6be41Fca6cD","Morgan, Gilbert and Cooper","Saint Pierre and Miquelon","1989","Alternative Medicine","2566"
"Ea8EDDCb68ACb01","Buchanan and Sons","Samoa","1990","Supermarkets","1641"
"4Aad2c0f5EaD5de","Sampson Ltd","Brunei Darussalam","2008","Consumer Electronics","9788"
"4C569C2067a1854","Grimes-Cabrera","Liechtenstein","1994","Judiciary","608"
"BBc0c7F21aE48Fb","Dickerson-Levy","Mongolia","1987","Pharmaceuticals","828"
"A3E4802e2Baf1A6","Bryan, Moses and Alvarado","Yemen","1978","Veterinary","6838"
"E5CA3f95c7c64F5","Houston-Hahn","Papua New Guinea","1970","Farming","7728"
"Da0D6Fa1E4C0F2A","Duncan, Farmer and Cabrera","Netherlands Antilles","1974","Individual / Family Services","758"
"d1321B75FeD278B","Pitts, Lane and Cabrera","Nicaragua","2012","Farming","9354"
"A1d99f534DCbBfA","Taylor-Faulkner","Hong Kong","2016","Law Practice / Law Firms","1965"
"d2A2Eff36A6c76D","Sanford-Hanna","Qatar","1974","Civic / Social Organization","9472"
"AF727c2C6D5639a","Pennington, Arnold and Reilly","Holy See (Vatican City State)","2017","Aviation / Aerospace","5996"
"EFBCae8cAe7c358","Shelton-Preston","Timor-Leste","2010","Financial Services","5234"
"Ece8c61643975C3","Ali Inc","Kenya","1973","International Affairs","1209"
"eebcE2417EA65Cb","Esparza-Anthony","Ireland","2016","Building Materials","8905"
"f3F4cee89bADfa1","Knox-Morrison","Moldova","1996","Consumer Goods","5129"
"070a2Fdd5446987","Rose, Farrell and Orozco","Kenya","1986","Logistics / Procurement","8444"
"2700B3c8242B1aC","Miranda-Guerra","Israel","2011","Legal Services","3603"
"2Ea3Da0ca3a81AD","Dodson-Colon","Liechtenstein","1979","Logistics / Procurement","8105"
"EcE0Bf9ABCe6de7","Hawkins Inc","Niue","1998","E - Learning","7603"
"DF4ec718fbEc564","Alvarez, Shannon and Bond","San Marino","1973","Industrial Automation","3734"
"6Bf0900aFDEe08F","Hoffman, Boyer and Levine","Nauru","2001","Tobacco","3042"
"B4e767e7B3FeEAd","Arnold, Haas and Glenn","Gambia","2014","Luxury Goods / Jewelry","3745"
"490aDCb78B97612","Rangel, Lam and Hurst","Malawi","1977","Photography","6461"
"dfbB59ebB4603Eb","Gay LLC","Comoros","2017","Staffing / Recruiting","7108"
"cCe48bC1e66aFf4","Savage, Herman and Kelley","India","1991","Library","48"
"9d7addFC63Dd01c","Ortiz-Fox","Romania","1998","Hospitality","6920"
"Cf0B108C6E5DFB4","Daniels-Cantu","Dominican Republic","1990","Hospitality","8719"
"3eac52F161bADeA","Petty Ltd","Mauritius","1987","Luxury Goods / Jewelry","123"
"FEDf5bc755bEDcE","Peterson, Moody and Hughes","Iran","2020","Veterinary","7424"
"deEcd7471Ebf802","Cantu-Dodson","China","1977","Judiciary","37"
"f90a7C8601B14d9","Rodgers and Sons","Macao","2021","Wireless","599"
"6384235fD2e2B9b","Patterson, Patton and Salinas","Bhutan","2002","Higher Education / Acadamia","4050"
"5EA0316f54efE56","Mcbride Ltd","Saint Vincent and the Grenadines","1989","Shipbuilding","6773"
"59cc032a1edBC6D","Gardner, Mcfarland and Randall","Turkmenistan","2011","Leisure / Travel","5035"
"aAAEcA961E2D360","Newton-Patrick","Liechtenstein","2002","Broadcast Media","5419"
"7Bb11Caab3AC0C0","Phelps, Huynh and Webster","Dominica","1995","Individual / Family Services","2025"
"Fcb6e0ba8aE250C","Ramos, Dorsey and Lynch","Afghanistan","1989","Military Industry","9857"
"2e89Bb93452eDFc","Benton-Nash","Croatia","1970","Restaurants","2451"
"BB8C9BD87B9ea60","Walter, Lane and Patton","Cameroon","1996","Legislative Office","5967"
"f0da7116154F413","Duke-Mack","Macedonia","1981","Banking / Mortgage","6774"
"BFFA173E16167aB","Hansen, Hardin and Alvarez","Niue","1976","Architecture / Planning","8378"
"DB3AB75C52bc93C","Edwards PLC","Brunei Darussalam","1979","Arts / Crafts","4069"
"Ce6c36D0E9fED2b","Olson, Collins and Combs","Chile","1997","E - Learning","5943"
"eb26bE9A2042998","Hickman-Pugh","Bosnia and Herzegovina","1975","Restaurants","9557"
"c42d1dFe282F01F","Heath Group","Tunisia","1973","Legal Services","5126"
"A0924b0cAaacC3f","Cox Group","Solomon Islands","1995","Fundraising","9857"
"d825eaFfc6980d1","Watts-Weeks","Guam","1990","Primary / Secondary Education","3312"
"8830fDa0FBe2dF6","Doyle LLC","Burkina Faso","2012","Packaging / Containers","6990"
"6B0E704CD4b833D","Castro, Maldonado and Beltran","Latvia","1986","Warehousing","7655"
"a7abaDE2Ae78Ea1","Figueroa-Greer","Bulgaria","1974","Performing Arts","4818"
"29264ED33Cb1Fbc","Santos Inc","Austria","1989","Hospitality","4328"
"Cf84cD3EDcb0a27","Barker Group","Japan","1982","Mining / Metals","9305"
"DfE54ceD5392f1d","Lawson Inc","Iran","2007","Venture Capital / VC","3425"
"44316c64A0F9cae","Kim and Sons","Bulgaria","1998","Security / Investigations","3501"
"F6Be06DAD25A8E6","Hunt-Bryant","Saint Barthelemy","2003","Building Materials","7753"
"99A71BEFBA99BB9","Small-Stewart","Turkmenistan","2005","Consumer Electronics","8318"
"DF8CA212851eE4D","Pacheco LLC","Kazakhstan","1988","Construction","5728"
"dFAe4c7fe4da9a5","Olsen LLC","Christmas Island","2021","Oil / Energy / Solar / Greentech","6554"
"517BC15ebAAcd3e","Melton, Craig and Williams","Mauritius","1975","Medical Practice","2348"
"ceAeDEE0f96Efb8","Gregory-Malone","Tonga","2011","Facilities Services","748"
"5ac5ead6fAA6F59","Alvarez Ltd","Turks and Caicos Islands","2002","Tobacco","91"
"cAaBDC7AB53444A","Ward-Ryan","Tajikistan","1990","Wireless","1757"
"637bEeceB7D1bb9","Downs-Lynn","Austria","2021","Photography","4059"
"C6F5Fe2fa151f1B","Yang-Riley","Western Sahara","1977","Business Supplies / Equipment","6638"
"B63f95dfF1aca15","Morrison-Townsend","Tokelau","1985","Alternative Dispute Resolution","6360"
"f759aFFaa2CaEA2","Jacobs, Friedman and Mcgee","Benin","1972","Defense / Space","3366"
"faDaA5FF9FEdB5A","Goodwin Inc","Chile","1994","Higher Education / Acadamia","9817"
"5Aebf8BeC9aE627","Burch and Sons","Czech Republic","2017","Plastics","9731"
"E6E0Ffd66Bcc2CF","Joyce Group","Saint Helena","2021","Design","7723"
"CA8BDfe4Ad07bfD","Werner-Miranda","Cocos (Keeling) Islands","2014","Oil / Energy / Solar / Greentech","5275"
"7e2f8C3f6baEA24","Bradley-Molina","Bahrain","2019","Health / Fitness","8542"
"DB3f195EBA99cE8","Middleton, Randolph and Vargas","Heard Island and McDonald Islands","1996","Financial Services","7352"
"D15fbEe55a114c1","Liu, Sanchez and Kelly","Palau","1986","Internet","8804"
"2fdAe35Ad065E9F","Potts-Golden","Syrian Arab Republic","1988","Internet","8910"
"4906C7A754DA9f2","Molina, Blair and Jackson","Kyrgyz Republic","2000","Market Research","1454"
"B4c5b30Ece5A01c","Case Inc","Timor-Leste","2003","Education Management","2295"
"CC7EDEaC7E9bA2c","Torres Ltd","Myanmar","2009","Hospital / Health Care","5779"
"2AEAE7848fC1254","Rosales PLC","Niger","2022","Education Management","1061"
"Bb19148eBEC0cDd","Molina-Turner","Northern Mariana Islands","2000","Leisure / Travel","9405"
"90FF1dc31112AC8","Holden, Shields and Mcguire","Argentina","1995","Law Practice / Law Firms","1248"
"d92c8e8ffE17ea7","Lozano, Castaneda and Bowman","Venezuela","2001","Wireless","9740"
"2bc596873Af6Ef4","Franco-Mcgrath","Italy","2010","Publishing Industry","9029"
"aAaCD2AcD2cE8c4","Howard-Vega","Solomon Islands","2000","Wholesale","8327"
"BFDCd6Eedb0aBdD","Brock-Romero","Philippines","2018","Fundraising","5086"
"CEcEB5bf9Bc07f3","Weeks-Bullock","Saint Martin","1970","Philanthropy","7839"
"6fE84D910befcea","Lawrence-Russo","Heard Island and McDonald Islands","1983","Electrical / Electronic Manufacturing","7463"
"f008b0a6d969E1f","Hardin-Dorsey","Iceland","1991","Printing","9191"
"8BfbcAaeACA6ba6","Hubbard Inc","Comoros","1994","Newspapers / Journalism","132"
"B55Ba1CBf57F0aF","Wolfe-Johnson","Svalbard & Jan Mayen Islands","1983","Chemicals","8418"
"1Ff93aAeDdE610a","Oliver and Sons","Nicaragua","1988","Military Industry","2772"
"D3E77667BE8daCF","Townsend, Wu and Yu","Venezuela","2003","Broadcast Media","2704"
"B530b005D83163c","Benson-Vazquez","Anguilla","2017","Publishing Industry","8012"
"430Af009AAe5aF4","Mcdaniel and Sons","Libyan Arab Jamahiriya","1989","Gambling / Casinos","9496"
"8D5d9a15B32dff9","Edwards, Lucas and Myers","Tuvalu","2000","E - Learning","9356"
"533DAC9C3Ba15aD","Santiago Ltd","Indonesia","1971","Museums / Institutions","3941"
"5CFae8fD7a6Be41","Gay-Lee","Hungary","2005","Food / Beverages","108"
"BC46A08F4FECCce","Nash LLC","Netherlands","1975","Government Administration","5020"
"8945CD16A8DDb9c","Walls, Hamilton and Reid","Korea","2011","Luxury Goods / Jewelry","6891"
"a7ddFbd119a75aB","Thomas-Hampton","Lithuania","1973","Government Relations","2814"
"4Cd4ab0eAd7A10a","Copeland-Mckay","Liberia","2004","Publishing Industry","1414"
"c6Ca5Ac278D4c0b","Chapman-Lewis","Slovenia","1990","Consumer Goods","8695"
"7D7eacC2841dC3F","Mercado and Sons","Malaysia","2011","Program Development","6187"
"f9a53211aBFB7b3","Carpenter, Ingram and Ellis","Guadeloupe","2019","Music","6802"
"B2Ca6fAC0fdCbA7","Chang, Rich and Gallegos","Reunion","1976","Ranching","3617"
"f15ed4b12ADD7fD","Love-Richmond","Australia","1996","Restaurants","1244"
"eB4CEAca2d4F07b","Fuentes, Walters and Cunningham","Saint Pierre and Miquelon","1988","Newspapers / Journalism","7166"
"F2de699dDd85B0d","Galloway-Quinn","Sierra Leone","1997","Mechanical or Industrial Engineering","4005"
"C77adacf4f5a115","Donaldson-Moreno","Ghana","1971","Staffing / Recruiting","953"
"Ef9fc390e895FBD","Hinton, Pollard and Peck","New Zealand","2009","Public Relations / PR","1121"
"FDc2A48992BEec5","Boyle and Sons","Tuvalu","2010","Restaurants","3980"
"2392Ace83E86cF1","Huber-Mercado","Saint Barthelemy","1986","Events Services","3248"
"4FA179F8c2C3dc7","Sherman-Hayden","Belgium","1991","Cosmetics","3469"
"dbDaCe7a246e2dE","Carpenter Group","Belarus","1979","Fine Art","1501"
"ba508D40e4D5c16","Mendoza PLC","French Guiana","2005","Computer Games","6605"
"864DbBfFdC4e45d","Sloan-Jackson","Lesotho","2004","Restaurants","7367"
"C4bbC7bfaE68c7C","Sandoval, Sexton and Horn","Bolivia","2020","Alternative Medicine","3710"
"AaDed45CC856F52","Bruce, Nixon and Mathis","United Kingdom","1986","Warehousing","7581"
"7cCF2deB4eCf0d1","Newton-Moody","Aruba","2009","Fundraising","594"
"Cc67A6330DCEb84","Rogers and Sons","Comoros","1975","Civil Engineering","8476"
"DB8e1fBec4a5B8C","Roberson Group","Kyrgyz Republic","2014","Fishery","7644"
"554EcD7E06B0e3f","Casey LLC","Cote d'Ivoire","2013","Venture Capital / VC","4884"
"D38401f6a41b6DC","Gamble, Boyle and Ashley","Guam","2001","Aviation / Aerospace","1246"
"Ce0bD72A84819Bf","Soto and Sons","Thailand","2007","Veterinary","9017"
"19C8Cff8B0FCc0F","Gray-Yoder","Afghanistan","2009","Law Enforcement","8116"
"244BfA6fFa9B9E5","Lynn Inc","Mongolia","1997","Tobacco","26"
"fD8abC0ebb8C11b","Mcmillan-Glover","Ireland","2003","Law Enforcement","4914"
"E74a7Af28e11B5e","Mills-Arias","Thailand","1987","Capital Markets / Hedge Fund / Private Equity","8590"
"0065f1ac2177c7D","Padilla-Casey","Sri Lanka","2006","Wine / Spirits","7374"
"4B88D5B2F7cc6CD","Mccall LLC","Sudan","1992","Packaging / Containers","8293"
"23E0003b1ba6CC0","Hanson Group","Guadeloupe","2012","Arts / Crafts","5116"
"52586DB6Ef3e1bb","Cabrera, Salazar and Pugh","Trinidad and Tobago","1982","Photography","1845"
"205B6bf57b9C96f","Malone, Petty and Savage","Taiwan","2012","Chemicals","5889"
"B6a95AD0b6ab5a8","Leblanc-Elliott","Aruba","2004","Think Tanks","3251"
"ccBbA05cBb759c5","Stevens and Sons","Montserrat","2015","Information Services","225"
"4f97dB8fA32AC6f","Dodson, Holt and Lozano","Mayotte","2001","E - Learning","5562"
"26F9eFB9446f500","Gross, Schneider and Patterson","Georgia","2019","Primary / Secondary Education","9274"
"1A1bFA37dE04bcB","Frye-Hull","Ghana","1996","Import / Export","1449"
"2aBdAfc139fAF65","Lee, Kemp and Levy","Afghanistan","2005","Management Consulting","4201"
"3Aa13B6c2c63d51","Stanley, Woodward and Reed","Pakistan","2004","Electrical / Electronic Manufacturing","1534"
"65c3E9BD32Be3E7","Henderson, Coffey and Kline","Mozambique","2021","Dairy","1667"
"3F9Bb6eAF2886Bf","Donovan PLC","Liechtenstein","1988","Commercial Real Estate","1423"
"63C16Ca4B2e4E92","Glenn and Sons","Palau","1977","International Affairs","721"
"5d1851BD566C87b","Watts-Ashley","Swaziland","2009","Library","9382"
"3aBDb75B3d068Ec","Ewing Inc","Dominica","1992","Computer Software / Engineering","9656"
"3e37A8BC5aD49f9","Choi-Abbott","Netherlands","1986","Airlines / Aviation","2451"
"Ad4DBe0FdFE82fb","Decker, Meyers and Fields","American Samoa","2019","Photography","7526"
"71d30fD2Ac70aC1","Fowler-Love","Madagascar","2021","Computer / Network Security","5030"
"f0AAa1034b57ffF","Ritter, Garner and Graves","Suriname","2009","Market Research","4623"
"c8d6300ADD5ec97","Howe, Figueroa and Schaefer","Sweden","2009","Investment Management / Hedge Fund / Private Equity","7286"
"10d31B2Ae0B6CBF","Fisher LLC","Singapore","1973","Gambling / Casinos","2125"
"CA23fbBA94af4dB","Sharp and Sons","Mauritius","1979","Airlines / Aviation","441"
"90288061538AAdA","Ponce, Sandoval and Nunez","Syrian Arab Republic","2019","Animation","5016"
"Ed0aA7AE538d329","Erickson, Garrison and Oconnell","Ireland","1971","Packaging / Containers","4517"
"324f8BAdc7E5523","Rogers Group","Niger","2022","Public Relations / PR","4416"
"be7bC76bfD094b5","Hahn-Castillo","Latvia","1980","Retail Industry","106"
"9b9eccBc9aB49b1","Joyce-Munoz","Tokelau","2020","Market Research","8344"
"162ffd19CF8AeF5","Eaton-Hardin","Slovakia (Slovak Republic)","1975","Public Relations / PR","7815"
"81c8F4C47f2BD65","Proctor Group","Cambodia","1994","Newspapers / Journalism","4046"
"c7Ee1B26ED8830F","Lawrence LLC","Ireland","2003","Computer Games","6137"
"c940B8B55cb0F5E","Webb Ltd","Togo","2002","Hospital / Health Care","7786"
"EBe09c2F6c2BD14","Atkinson-Hull","Grenada","1993","Government Administration","6967"
"3338FDC5bEbFE78","Garrison PLC","Bouvet Island (Bouvetoya)","1981","Consumer Electronics","224"
"fb64e849762F3E9","Boyer, Horne and Copeland","Bahamas","1972","Consumer Services","2303"
"730f2ADA27c0Eff","Campos, Wong and Gordon","Wallis and Futuna","2019","Computer Hardware","291"
"1b136456dec8811","Daugherty LLC","China","2019","Chemicals","1852"
"4c3451c1b2a0c87","Copeland-Lamb","Guyana","1996","Logistics / Procurement","7456"
"9625E0EA43DcAc8","Bell, Mcintyre and Hart","Dominica","1999","Wholesale","5961"
"bB3CB38BC5CC83D","Schroeder PLC","Iran","2004","Fishery","2834"
"dc0ECFCB36dB0E6","Kirby, Evans and Chapman","Japan","2013","Online Publishing","948"
"708DcFBEDE33ed9","Franco, Crane and Aguilar","Ecuador","2006","Media Production","9085"
"7dcc0cbc5fC97AE","Cuevas PLC","Guatemala","2001","Accounting","1015"
"57da1bd7C05B2D9","Murphy Group","Ukraine","1985","Packaging / Containers","4301"
"e4A6dabdAEE6eF4","Erickson, Velasquez and Andersen","Palestinian Territory","2013","Biotechnology / Greentech","2966"
"eF6073FCDBEF9DF","Stuart, Velazquez and Miles","San Marino","1975","Computer Networking","807"
"d79C8B06d3BA721","Baker, Estrada and Vasquez","Equatorial Guinea","1985","Market Research","2264"
"53AF4BE4F72e1bc","Benton PLC","Denmark","1996","International Trade / Development","4171"
"6E0cA6dEAb3a1c9","Duke, Gates and Branch","Mauritania","2012","Security / Investigations","2207"
"FA2E7ab9Ab55D9C","Chaney, Delgado and Zamora","Colombia","1986","Security / Investigations","2024"
"FeaD0628ed89211","Mcknight-Randolph","Saint Helena","2003","Accounting","3263"
"0a10E2dA284Cc9A","Vasquez, Arellano and Acevedo","Congo","2012","Investment Banking / Venture","1126"
"766f2EFAC2607b0","Manning PLC","Egypt","1998","Shipbuilding","5733"
"AE1A193d81D3B32","Gibbs-Duncan","Peru","2015","Events Services","8181"
"e9dA610a0Bd5DE3","Rodriguez PLC","Nauru","2006","Computer Hardware","5210"
"DBD39EBb2EAe11D","Anthony, Murphy and Abbott","Iran","2007","Commercial Real Estate","3286"
"9d18334f693bCD6","Richards, Gates and Jordan","Micronesia","1981","Transportation","1963"
"dDEe5d77Fa0CdEa","Patterson-Bush","Ireland","1987","Alternative Dispute Resolution","6153"
"AefdDedAf97FcBE","Herrera Ltd","Haiti","1973","Public Relations / PR","3854"
"F5Ffc7f14BC8c58","Mercer-Garza","Macedonia","1994","Human Resources / HR","8884"
"FbAdFA023aDc2FD","Burch, Bonilla and Harris","Chad","2016","Hospital / Health Care","1232"
"7DcfABee04c613B","Villanueva Group","Thailand","1993","Oil / Energy / Solar / Greentech","7975"
"E38D1FFA46CF821","Walters and Sons","Vietnam","1974","Internet","7403"
"FfC5bc0C0f3cDeF","Mann Group","Bermuda","1989","Hospital / Health Care","1641"
"2ecE58521aD98FA","Landry-Clements","Cuba","2021","Individual / Family Services","7375"
"d24bBB7aF7f0B7A","Ward-Hahn","United States Virgin Islands","1970","Apparel / Fashion","3856"
"0fE3dA89F1F4f27","Graham Inc","Philippines","1971","Business Supplies / Equipment","6328"
"C3F05Fe27eF9ea8","Peck-Chapman","Armenia","2020","Outsourcing / Offshoring","5225"
"d129Da5794951b5","House LLC","Turkey","1976","Luxury Goods / Jewelry","93"
"4EC6b67AF5e25c7","Faulkner, Rush and Holder","Malaysia","1979","Political Organization","1888"
"10ee891eFe6e647","Bauer, Ramsey and Allen","Korea","2010","Photography","4760"
"ECCcdd605aaDA49","Lowe Ltd","Gabon","2020","Biotechnology / Greentech","8123"
"cb0B580B0BFFaE4","Owen, Fitzpatrick and Merritt","Western Sahara","1982","Nanotechnology","8285"
"023054864d7ceed","Mendoza-Morrison","Brazil","2003","Machinery","4215"
"4ADfb0bAfC9EFF6","Case, Chan and Miles","Antarctica (the territory South of 60 deg S)","1970","Shipbuilding","4711"
"069f00179fBbbbd","Webb-Landry","Mozambique","1999","Computer / Network Security","3891"
"Db1c38bC4eaa4c2","Velazquez, Austin and Klein","United States Virgin Islands","2017","Hospital / Health Care","1664"
"90d12fA5D28DeF9","Blake, Miles and Nelson","Korea","2010","Public Relations / PR","9438"
"aacE0aaE4BD1a8d","Baldwin, Dixon and James","Mayotte","2020","Law Enforcement","9272"
"a47F7eEe14A8C44","Mcpherson, Preston and Knight","Fiji","1972","Utilities","9747"
